Dimension : Anvil height,"3.60000",mm
"30.29600","-0.00359","-0.03650","0.00100","0.00020","24"
"30.30000","0.00312","-0.03372","-0.00087","0.00019","24"
"30.30200","0.00656","-0.03268","-0.00182","0.00018","25"
"30.40200","-0.13000","-0.02263","0.03611","0.00012","25"
"30.50200","-0.32109","0.01502","0.08919","-0.00008","25"
"30.60200","-0.49438","-0.00275","0.13733","0.00002","25"
"30.70200","-0.66297","-0.19285","0.18416","0.00106","25"
"30.80200","-0.82984","-0.62461","0.23051","0.00345","25"
"30.90200","-0.99656","-1.50261","0.27682","0.00829","25"
"30.90600","-1.00312","-1.54666","0.27865","0.00854","25"
"30.90800","-1.00656","-1.56949","0.27960","0.00866","25"
"31.00800","-0.87000","-1.06432","0.24167","0.00587","25"
"31.10800","-0.67891","-0.07986","0.18859","0.00044","25"
"31.20800","-0.50547","0.02187","0.14041","-0.00012","25"
"31.30800","-0.33703","0.11081","0.09362","-0.00061","25"
"31.40800","-0.17016","0.04624","0.04727","-0.00026","25"
"31.50800","-0.00344","0.01249","0.00095","-0.00007","25"
"31.51200","0.00312","0.02060","-0.00087","-0.00011","25"
"31.51400","0.00656","0.02632","-0.00182","-0.00015","26"
"31.61400","-0.13000","0.05691","0.03611","-0.00031","26"
"31.71400","-0.32109","0.01631","0.08919","-0.00009","26"
"31.81400","-0.49453","0.00904","0.13737","-0.00005","26"
"31.91400","-0.66281","-0.11351","0.18411","0.00063","26"
"32.01400","-0.82984","-0.56729","0.23051","0.00313","26"
"32.11400","-0.99641","-1.57113","0.27678","0.00867","26"
"32.11800","-1.00328","-1.62392","0.27869","0.00896","26"
"32.12000","-1.00656","-1.65118","0.27960","0.00911","26"
"32.22000","-0.87000","-1.12074","0.24167","0.00619","26"
"32.32000","-0.67906","-0.15928","0.18863","0.00088","26"
"32.42000","-0.50547","-0.01873","0.14041","0.00010","26"
"32.52000","-0.33703","0.03177","0.09362","-0.00018","26"
"32.62000","-0.17016","0.00318","0.04727","-0.00002","26"
"32.72000","-0.00344","-0.03502","0.00095","0.00019","26"
"32.72400","0.00312","-0.03808","-0.00087","0.00021","26"
"32.72600","0.00656","-0.04133","-0.00182","0.00023","27"
"32.82600","-0.13000","-0.06960","0.03611","0.00038","27"
"32.92600","-0.32109","-0.06291","0.08919","0.00035","27"
"33.02600","-0.49438","-0.02873","0.13733","0.00016","27"
"33.12600","-0.66281","-0.19501","0.18411","0.00108","27"
"33.22600","-0.83000","-0.67165","0.23056","0.00371","27"
"33.32600","-0.99656","-1.64289","0.27682","0.00907","27"
"33.33000","-1.00312","-1.67758","0.27865","0.00926","27"
"33.33200","-1.00656","-1.69561","0.27960","0.00936","27"
"33.43200","-0.87000","-1.15545","0.24167","0.00638","27"
"33.53200","-0.67906","-0.19502","0.18863","0.00108","27"
"33.63200","-0.50547","-0.10512","0.14041","0.00058","27"
"33.73200","-0.33703","0.05799","0.09362","-0.00032","27"
"33.83200","-0.17016","0.02535","0.04727","-0.00014","27"
"33.93200","-0.00359","-0.02870","0.00100","0.00016","27"
"33.93600","0.00312","-0.02768","-0.00087","0.00015","27"
"33.93800","0.00641","-0.02707","-0.00178","0.00015","28"
"34.03800","-0.13000","-0.03077","0.03611","0.00017","28"
"34.13800","-0.32125","-0.02500","0.08924","0.00014","28"
"34.23800","-0.49453","-0.04063","0.13737","0.00022","28"
"34.33800","-0.66297","-0.11713","0.18416","0.00065","28"
"34.43800","-0.82984","-0.58040","0.23051","0.00320","28"
"34.53800","-0.99641","-1.62742","0.27678","0.00898","28"
"34.54200","-1.00328","-1.67647","0.27869","0.00925","28"
"34.54400","-1.00656","-1.70060","0.27960","0.00939","28"
"34.64400","-0.87000","-1.14572","0.24167","0.00632","28"
"34.74400","-0.67906","-0.08816","0.18863","0.00049","28"
"34.84400","-0.50547","-0.00750","0.14041","0.00004","28"
"34.94400","-0.33703","0.00343","0.09362","-0.00002","28"
"35.04400","-0.17016","-0.03975","0.04727","0.00022","28"
"35.14400","-0.00344","0.04753","0.00095","-0.00026","28"
"35.14800","0.00312","0.05605","-0.00087","-0.00031","28"
"35.15000","0.00641","0.05703","-0.00178","-0.00031","29"
"35.25000","-0.13000","0.01893","0.03611","-0.00010","29"
"35.35000","-0.32109","0.02669","0.08919","-0.00015","29"
"35.45000","-0.49453","0.03046","0.13737","-0.00017","29"
"35.55000","-0.66297","-0.06632","0.18416","0.00037","29"
"35.65000","-0.82984","-0.52579","0.23051","0.00290","29"
"35.75000","-0.99641","-1.55030","0.27678","0.00856","29"
"35.75400","-1.00328","-1.59975","0.27869","0.00883","29"
"35.75600","-1.00656","-1.62541","0.27960","0.00897","29"
"35.85600","-0.87000","-1.11460","0.24167","0.00615","29"
"35.95600","-0.67891","-0.14426","0.18859","0.00080","29"
"36.05600","-0.50547","0.01692","0.14041","-0.00009","29"
"36.15600","-0.33703","0.08848","0.09362","-0.00049","29"
"36.25600","-0.17016","0.04556","0.04727","-0.00025","29"
"36.35600","-0.00359","-0.01464","0.00100","0.00008","29"
"36.36000","0.00328","-0.01315","-0.00091","0.00007","29"
"36.36200","0.00656","-0.01125","-0.00182","0.00006","30"
"36.46200","-0.13000","0.00724","0.03611","-0.00004","30"
"36.56200","-0.32109","-0.01725","0.08919","0.00010","30"
"36.66200","-0.49438","-0.07865","0.13733","0.00043","30"
"36.76200","-0.66297","-0.18699","0.18416","0.00103","30"
"36.86200","-0.82984","-0.58074","0.23051","0.00321","30"
"36.96200","-0.99641","-1.62015","0.27678","0.00894","30"
"36.96600","-1.00312","-1.68309","0.27865","0.00929","30"
"36.96800","-1.00656","-1.71456","0.27960","0.00946","30"
"37.06800","-0.87016","-1.20560","0.24171","0.00665","30"
"37.16800","-0.67891","-0.17169","0.18859","0.00095","30"
"37.26800","-0.50547","0.01999","0.14041","-0.00011","30"
"37.36800","-0.33703","-0.04322","0.09362","0.00024","30"
"37.46800","-0.17016","-0.08421","0.04727","0.00046","30"
"37.56800","-0.00344","-0.08395","0.00095","0.00046","30"
"37.57200","0.00312","-0.08438","-0.00087","0.00047","30"
"37.57400","0.00656","-0.08649","-0.00182","0.00048","31"
"37.67400","-0.13000","-0.00402","0.03611","0.00002","31"
"37.77400","-0.32109","-0.02637","0.08919","0.00015","31"
"37.87400","-0.49453","-0.05296","0.13737","0.00029","31"
"37.97400","-0.66297","-0.11300","0.18416","0.00062","31"
"38.07400","-0.82984","-0.61825","0.23051","0.00341","31"
"38.17400","-0.99656","-1.63833","0.27682","0.00904","31"
"38.17800","-1.00312","-1.68624","0.27865","0.00931","31"
"38.18000","-1.00656","-1.71072","0.27960","0.00944","31"
"38.28000","-0.87016","-1.16192","0.24171","0.00641","31"
"38.38000","-0.67906","-0.11838","0.18863","0.00065","31"
"38.48000","-0.50547","0.03542","0.14041","-0.00020","31"
"38.58000","-0.33703","0.10931","0.09362","-0.00060","31"
"38.68000","-0.17016","0.04797","0.04727","-0.00026","31"
"38.78000","-0.00359","0.02014","0.00100","-0.00011","31"
"38.78400","0.00312","0.02901","-0.00087","-0.00016","31"
"38.78600","0.00656","0.03469","-0.00182","-0.00019","32"
"38.88600","-0.13000","0.08709","0.03611","-0.00048","32"
"38.98600","-0.32109","0.12769","0.08919","-0.00070","32"
"39.08600","-0.49438","0.03644","0.13733","-0.00020","32"
"39.18600","-0.66297","-0.08185","0.18416","0.00045","32"
"39.28600","-0.82984","-0.52171","0.23051","0.00288","32"
"39.38600","-0.99656","-1.42718","0.27682","0.00788","32"
"39.39000","-1.00312","-1.47020","0.27865","0.00811","32"
"39.39200","-1.00656","-1.49544","0.27960","0.00825","32"
"39.49200","-0.87016","-1.01344","0.24171","0.00559","32"
"39.59200","-0.67906","-0.03574","0.18863","0.00020","32"
"39.69200","-0.50547","0.11913","0.14041","-0.00066","32"
"39.79200","-0.33703","0.17134","0.09362","-0.00095","32"
"39.89200","-0.17016","0.07213","0.04727","-0.00040","32"
"39.99200","-0.00344","0.03600","0.00095","-0.00020","32"
"39.99600","0.00312","0.04376","-0.00087","-0.00024","32"
"39.99800","0.00656","0.04688","-0.00182","-0.00026","33"
"40.09800","-0.13000","0.03849","0.03611","-0.00021","33"
"40.19800","-0.32109","-0.00323","0.08919","0.00002","33"
"40.29800","-0.49438","-0.01088","0.13733","0.00006","33"
"40.39800","-0.66297","-0.11602","0.18416","0.00064","33"
"40.49800","-0.82984","-0.59660","0.23051","0.00329","33"
"40.59800","-0.99641","-1.63633","0.27678","0.00903","33"
"40.60200","-1.00328","-1.68480","0.27869","0.00930","33"
"40.60400","-1.00656","-1.70968","0.27960","0.00944","33"
"40.70400","-0.87016","-1.19803","0.24171","0.00661","33"
"40.80400","-0.67906","-0.14554","0.18863","0.00080","33"
"40.90400","-0.50547","0.02463","0.14041","-0.00014","33"
"41.00400","-0.33703","0.07915","0.09362","-0.00044","33"
"41.10400","-0.17016","-0.07860","0.04727","0.00043","33"
"41.20400","-0.00344","-0.14338","0.00095","0.00079","33"
"41.20800","0.00312","-0.14108","-0.00087","0.00078","33"
"41.21000","0.00656","-0.14010","-0.00182","0.00077","34"
"41.31000","-0.13000","-0.14159","0.03611","0.00078","34"
"41.41000","-0.32109","-0.07103","0.08919","0.00039","34"
"41.51000","-0.49438","-0.12808","0.13733","0.00071","34"
"41.61000","-0.66297","-0.27616","0.18416","0.00152","34"
"41.71000","-0.82984","-0.72744","0.23051","0.00402","34"
"41.81000","-0.99656","-1.62532","0.27682","0.00897","34"
"41.81400","-1.00312","-1.66014","0.27865","0.00916","34"
"41.81600","-1.00656","-1.67837","0.27960","0.00926","34"
"41.91600","-0.87016","-1.14486","0.24171","0.00632","34"
"42.01600","-0.67906","-0.24843","0.18863","0.00137","34"
"42.11600","-0.50547","-0.08179","0.14041","0.00045","34"
"42.21600","-0.33703","0.03893","0.09362","-0.00021","34"
"42.31600","-0.17016","-0.03436","0.04727","0.00019","34"
"42.41600","-0.00344","-0.03998","0.00095","0.00022","34"
"42.42000","0.00312","-0.03579","-0.00087","0.00020","34"
"42.42200","0.00656","-0.03136","-0.00182","0.00017","35"
"42.52200","-0.13000","0.00549","0.03611","-0.00003","35"
"42.62200","-0.32109","0.01201","0.08919","-0.00007","35"
"42.72200","-0.49438","0.03689","0.13733","-0.00020","35"
"42.82200","-0.66297","-0.09537","0.18416","0.00053","35"
"42.92200","-0.82984","-0.56897","0.23051","0.00314","35"
"43.02200","-0.99641","-1.58674","0.27678","0.00876","35"
"43.02600","-1.00312","-1.62688","0.27865","0.00898","35"
"43.02800","-1.00656","-1.64764","0.27960","0.00909","35"
"43.12800","-0.87016","-1.13976","0.24171","0.00629","35"
"43.22800","-0.67906","-0.06761","0.18863","0.00037","35"
"43.32800","-0.50547","0.02688","0.14041","-0.00015","35"
"43.42800","-0.33703","0.14273","0.09362","-0.00079","35"
"43.52800","-0.17016","0.07303","0.04727","-0.00040","35"
"43.62800","-0.00359","0.13297","0.00100","-0.00073","35"
"43.63200","0.00312","0.12435","-0.00087","-0.00069","35"
"43.63400","0.00656","0.11982","-0.00182","-0.00066","36"
"43.73400","-0.13000","0.03591","0.03611","-0.00020","36"
"43.83400","-0.32109","0.06860","0.08919","-0.00038","36"
"43.93400","-0.49438","0.06189","0.13733","-0.00034","36"
"44.03400","-0.66297","-0.00431","0.18416","0.00002","36"
"44.13400","-0.82984","-0.57499","0.23051","0.00317","36"
"44.23400","-0.99641","-1.60836","0.27678","0.00888","36"
"44.23800","-1.00328","-1.64952","0.27869","0.00910","36"
"44.24000","-1.00656","-1.67092","0.27960","0.00922","36"
"44.34000","-0.87016","-1.09294","0.24171","0.00603","36"
"44.44000","-0.67906","-0.14175","0.18863","0.00078","36"
"44.54000","-0.50547","-0.01285","0.14041","0.00007","36"
"44.64000","-0.33703","0.08397","0.09362","-0.00046","36"
"44.74000","-0.17016","0.01280","0.04727","-0.00007","36"
"44.84000","-0.00344","-0.02621","0.00095","0.00014","36"
"44.84400","0.00312","-0.02790","-0.00087","0.00015","36"
"44.84600","0.00656","-0.03000","-0.00182","0.00017","37"
"44.94600","-0.13000","-0.01602","0.03611","0.00009","37"
"45.04600","-0.32109","-0.05063","0.08919","0.00028","37"
"45.14600","-0.49438","-0.04635","0.13733","0.00026","37"
"45.24600","-0.66297","-0.14309","0.18416","0.00079","37"
"45.34600","-0.83000","-0.62230","0.23056","0.00343","37"
"45.44600","-0.99641","-1.67347","0.27678","0.00924","37"
"45.45000","-1.00312","-1.71528","0.27865","0.00947","37"
"45.45200","-1.00656","-1.73617","0.27960","0.00958","37"
"45.55200","-0.87016","-1.27111","0.24171","0.00702","37"
"45.65200","-0.67906","-0.16289","0.18863","0.00090","37"
"45.75200","-0.50547","-0.09398","0.14041","0.00052","37"
"45.85200","-0.33703","-0.02836","0.09362","0.00016","37"
"45.95200","-0.17016","-0.10107","0.04727","0.00056","37"
"46.05200","-0.00359","-0.03957","0.00100","0.00022","37"
"46.05600","0.00312","-0.04183","-0.00087","0.00023","37"
"46.05800","0.00656","-0.04450","-0.00182","0.00025","38"
"46.15800","-0.13000","-0.05184","0.03611","0.00029","38"
"46.25800","-0.32109","-0.07538","0.08919","0.00042","38"
"46.35800","-0.49438","0.00651","0.13733","-0.00004","38"
"46.45800","-0.66297","-0.11958","0.18416","0.00066","38"
"46.55800","-0.82984","-0.56319","0.23051","0.00311","38"
"46.65800","-0.99641","-1.63733","0.27678","0.00904","38"
"46.66200","-1.00328","-1.68786","0.27869","0.00932","38"
"46.66400","-1.00656","-1.71212","0.27960","0.00945","38"
"46.76400","-0.87016","-1.14762","0.24171","0.00633","38"
"46.86400","-0.67906","-0.11615","0.18863","0.00064","38"
"46.96400","-0.50547","-0.01837","0.14041","0.00010","38"
"47.06400","-0.33703","0.09558","0.09362","-0.00053","38"
"47.16400","-0.17016","0.04948","0.04727","-0.00027","38"
"47.26400","-0.00344","-0.04934","0.00095","0.00027","38"
"47.26800","0.00312","-0.04781","-0.00087","0.00026","38"
"47.27000","0.00656","-0.04608","-0.00182","0.00025","39"
"47.37000","-0.13000","-0.09030","0.03611","0.00050","39"
"47.47000","-0.32109","-0.11224","0.08919","0.00062","39"
"47.57000","-0.49438","-0.09114","0.13733","0.00050","39"
"47.67000","-0.66297","-0.17779","0.18416","0.00098","39"
"47.77000","-0.82984","-0.69471","0.23051","0.00383","39"
"47.87000","-0.99656","-1.65376","0.27682","0.00913","39"
"47.87400","-1.00312","-1.70441","0.27865","0.00941","39"
"47.87600","-1.00656","-1.72853","0.27960","0.00954","39"
"47.97600","-0.87016","-1.19891","0.24171","0.00662","39"
"48.07600","-0.67891","-0.17890","0.18859","0.00099","39"
"48.17600","-0.50547","-0.11683","0.14041","0.00064","39"
"48.27600","-0.33703","0.00987","0.09362","-0.00005","39"
"48.37600","-0.17016","-0.03139","0.04727","0.00017","39"
"48.47600","-0.00344","-0.09519","0.00095","0.00053","39"
"48.48000","0.00312","-0.10215","-0.00087","0.00056","39"
"48.48200","0.00656","-0.10487","-0.00182","0.00058","40"
"48.58200","-0.13000","0.00181","0.03611","-0.00001","40"
"48.68200","-0.32109","0.00059","0.08919","0.00000","40"
"48.78200","-0.49438","-0.00831","0.13733","0.00005","40"
"48.88200","-0.66297","-0.11714","0.18416","0.00065","40"
"48.98200","-0.82984","-0.57451","0.23051","0.00317","40"
"49.08200","-0.99641","-1.60761","0.27678","0.00887","40"
"49.08600","-1.00312","-1.65335","0.27865","0.00913","40"
"49.08800","-1.00656","-1.67584","0.27960","0.00925","40"
"49.18800","-0.87016","-1.16484","0.24171","0.00643","40"
"49.28800","-0.67891","-0.15042","0.18859","0.00083","40"
"49.38800","-0.50547","0.01966","0.14041","-0.00011","40"
"49.48800","-0.33703","0.05142","0.09362","-0.00028","40"
"49.58800","-0.17016","-0.05921","0.04727","0.00033","40"
"49.68800","-0.00359","-0.04114","0.00100","0.00023","40"
"49.69200","0.00312","-0.04729","-0.00087","0.00026","40"
"49.69400","0.00656","-0.04906","-0.00182","0.00027","41"
"49.79400","-0.13000","0.01158","0.03611","-0.00006","41"
"49.89400","-0.32109","0.05866","0.08919","-0.00032","41"
"49.99400","-0.49438","0.10839","0.13733","-0.00060","41"
"50.09400","-0.66297","-0.13557","0.18416","0.00075","41"
"50.19400","-0.82984","-0.65175","0.23051","0.00360","41"
"50.29400","-0.99641","-1.63739","0.27678","0.00904","41"
"50.29800","-1.00312","-1.66101","0.27865","0.00917","41"
"50.30000","-1.00656","-1.67328","0.27960","0.00924","41"
"50.40000","-0.87016","-1.07816","0.24171","0.00595","41"
"50.50000","-0.67906","-0.08438","0.18863","0.00047","41"
"50.60000","-0.50547","-0.08697","0.14041","0.00048","41"
"50.70000","-0.33703","0.04981","0.09362","-0.00027","41"
"50.80000","-0.17016","-0.04184","0.04727","0.00023","41"
"50.90000","-0.00344","-0.04119","0.00095","0.00023","41"
"50.90400","0.00312","-0.04387","-0.00087","0.00024","41"
"50.90600","0.00656","-0.04603","-0.00182","0.00025","42"
"51.00600","-0.13000","-0.04151","0.03611","0.00023","42"
"51.10600","-0.32109","-0.07794","0.08919","0.00043","42"
"51.20600","-0.49422","-0.00097","0.13728","0.00001","42"
"51.30600","-0.66297","-0.14037","0.18416","0.00077","42"
"51.40600","-0.82984","-0.59935","0.23051","0.00331","42"
"51.50600","-0.99641","-1.64760","0.27678","0.00909","42"
"51.51000","-1.00312","-1.68695","0.27865","0.00931","42"
"51.51200","-1.00656","-1.70457","0.27960","0.00941","42"
"51.61200","-0.87016","-1.13143","0.24171","0.00625","42"
"51.71200","-0.67906","-0.22039","0.18863","0.00122","42"
"51.81200","-0.50547","-0.05053","0.14041","0.00028","42"
"51.91200","-0.33703","-0.01469","0.09362","0.00008","42"
"52.01200","-0.17016","-0.04780","0.04727","0.00026","42"
"52.11200","-0.00344","-0.12099","0.00095","0.00067","42"
"52.11600","0.00312","-0.11347","-0.00087","0.00063","42"
"52.11800","0.00656","-0.10704","-0.00182","0.00059","43"
"52.21800","-0.12984","-0.00703","0.03607","0.00004","43"
"52.31800","-0.32109","-0.03779","0.08919","0.00021","43"
"52.41800","-0.49438","-0.07885","0.13733","0.00044","43"
"52.51800","-0.66297","-0.18216","0.18416","0.00101","43"
"52.61800","-0.82984","-0.62142","0.23051","0.00343","43"
"52.71800","-0.99641","-1.59255","0.27678","0.00879","43"
"52.72200","-1.00312","-1.64669","0.27865","0.00909","43"
"52.72400","-1.00656","-1.67649","0.27960","0.00925","43"
"52.82400","-0.87016","-1.05172","0.24171","0.00581","43"
"52.92400","-0.67906","-0.10601","0.18863","0.00059","43"
"53.02400","-0.50547","0.00976","0.14041","-0.00005","43"
"53.12400","-0.33703","0.10242","0.09362","-0.00057","43"
"53.22400","-0.17016","0.03255","0.04727","-0.00018","43"
"53.32400","-0.00359","0.02432","0.00100","-0.00013","43"
"53.32800","0.00312","0.02819","-0.00087","-0.00016","43"
"53.33000","0.00656","0.03349","-0.00182","-0.00018","44"
"53.43000","-0.13000","0.05979","0.03611","-0.00033","44"
"53.53000","-0.32109","0.03687","0.08919","-0.00020","44"
"53.63000","-0.49438","-0.01390","0.13733","0.00008","44"
"53.73000","-0.66313","-0.12721","0.18420","0.00070","44"
"53.83000","-0.83000","-0.44493","0.23056","0.00246","44"
"53.93000","-0.99641","-1.46165","0.27678","0.00807","44"
"53.93400","-1.00312","-1.50611","0.27865","0.00831","44"
"53.93600","-1.00656","-1.52831","0.27960","0.00844","44"
"54.03600","-0.87016","-1.03254","0.24171","0.00570","44"
"54.13600","-0.67906","-0.02397","0.18863","0.00013","44"
"54.23600","-0.50547","0.07922","0.14041","-0.00044","44"
"54.33600","-0.33703","0.17991","0.09362","-0.00099","44"
"54.43600","-0.17016","0.05170","0.04727","-0.00029","44"
"54.53600","-0.00359","0.06653","0.00100","-0.00037","44"
"54.54000","0.00312","0.07737","-0.00087","-0.00043","44"
"54.54200","0.00656","0.08182","-0.00182","-0.00045","45"
"54.64200","-0.13000","-0.00157","0.03611","0.00001","45"
"54.74200","-0.32109","-0.05077","0.08919","0.00028","45"
"54.84200","-0.49438","0.02609","0.13733","-0.00014","45"
"54.94200","-0.66297","-0.09347","0.18416","0.00052","45"
"55.04200","-0.83000","-0.57778","0.23056","0.00319","45"
"55.14200","-0.99641","-1.64100","0.27678","0.00906","45"
"55.14600","-1.00312","-1.68722","0.27865","0.00931","45"
"55.14800","-1.00656","-1.71030","0.27960","0.00944","45"
"55.24800","-0.87016","-1.20967","0.24171","0.00668","45"
"55.34800","-0.67891","-0.19182","0.18859","0.00106","45"
"55.44800","-0.50547","-0.09748","0.14041","0.00054","45"
"55.54800","-0.33719","-0.00725","0.09366","0.00004","45"
"55.64800","-0.17016","-0.09590","0.04727","0.00053","45"
"55.74800","-0.00359","-0.11211","0.00100","0.00062","45"
"55.75200","0.00312","-0.09976","-0.00087","0.00055","45"
"55.75400","0.00641","-0.09270","-0.00178","0.00051","46"
"55.85400","-0.12984","-0.01227","0.03607","0.00007","46"
"55.95400","-0.32109","0.05720","0.08919","-0.00032","46"
"56.05400","-0.49438","-0.03837","0.13733","0.00021","46"
"56.15400","-0.66297","-0.22065","0.18416","0.00122","46"
"56.25400","-0.83000","-0.61611","0.23056","0.00340","46"
"56.35400","-0.99641","-1.52540","0.27678","0.00842","46"
"56.35800","-1.00312","-1.58100","0.27865","0.00873","46"
"56.36000","-1.00656","-1.61203","0.27960","0.00890","46"
"56.46000","-0.87016","-1.15079","0.24171","0.00635","46"
"56.56000","-0.67891","-0.20713","0.18859","0.00114","46"
"56.66000","-0.50547","-0.09427","0.14041","0.00052","46"
"56.76000","-0.33703","0.08992","0.09362","-0.00050","46"
"56.86000","-0.17016","0.03074","0.04727","-0.00017","46"
"56.96000","-0.00359","-0.02676","0.00100","0.00015","46"
"56.96400","0.00312","-0.01237","-0.00087","0.00007","46"
"56.96600","0.00641","-0.00638","-0.00178","0.00004","47"
"57.06600","-0.12984","0.01977","0.03607","-0.00011","47"
"57.16600","-0.32109","-0.02236","0.08919","0.00012","47"
"57.26600","-0.49438","-0.00455","0.13733","0.00003","47"
"57.36600","-0.66297","-0.08019","0.18416","0.00044","47"
"57.46600","-0.83000","-0.55335","0.23056","0.00305","47"
"57.56600","-0.99641","-1.56903","0.27678","0.00866","47"
"57.57000","-1.00312","-1.61783","0.27865","0.00893","47"
"57.57200","-1.00641","-1.64091","0.27956","0.00906","47"
"57.67200","-0.87016","-1.06885","0.24171","0.00590","47"
"57.77200","-0.67906","-0.03953","0.18863","0.00022","47"
"57.87200","-0.50563","0.07799","0.14045","-0.00043","47"
"57.97200","-0.33703","0.12072","0.09362","-0.00067","47"
"58.07200","-0.17016","0.00119","0.04727","-0.00001","47"
"58.17200","-0.00359","0.10265","0.00100","-0.00057","47"
"58.17600","0.00312","0.10143","-0.00087","-0.00056","47"
"58.17800","0.00641","0.10186","-0.00178","-0.00056","48"
"58.27800","-0.12984","-0.02336","0.03607","0.00013","48"
"58.37800","-0.32109","-0.01096","0.08919","0.00006","48"
"58.47800","-0.49453","0.01308","0.13737","-0.00007","48"
"58.57800","-0.66297","-0.03984","0.18416","0.00022","48"
"58.67800","-0.82984","-0.56776","0.23051","0.00313","48"
"58.77800","-0.99656","-1.60267","0.27682","0.00885","48"
"58.78200","-1.00312","-1.64488","0.27865","0.00908","48"
"58.78400","-1.00656","-1.66669","0.27960","0.00920","48"
"58.88400","-0.87016","-1.14576","0.24171","0.00632","48"
"58.98400","-0.67906","-0.15129","0.18863","0.00084","48"
"59.08400","-0.50547","-0.09336","0.14041","0.00052","48"
"59.18400","-0.33703","0.10157","0.09362","-0.00056","48"
"59.28400","-0.17016","-0.00406","0.04727","0.00002","48"
"59.38400","-0.00359","-0.03061","0.00100","0.00017","48"
"59.38800","0.00297","-0.02938","-0.00082","0.00016","48"
"59.39000","0.00641","-0.02908","-0.00178","0.00016","49"
"59.49000","-0.12984","-0.02522","0.03607","0.00014","49"
"59.59000","-0.32109","-0.03617","0.08919","0.00020","49"
"59.69000","-0.49453","-0.08773","0.13737","0.00048","49"
"59.79000","-0.66281","-0.15681","0.18411","0.00087","49"
"59.89000","-0.82984","-0.68486","0.23051","0.00378","49"
"59.99000","-0.99641","-1.67277","0.27678","0.00923","49"
"59.99400","-1.00328","-1.72512","0.27869","0.00952","49"
"59.99600","-1.00656","-1.75289","0.27960","0.00968","49"
"60.09600","-0.87016","-1.22120","0.24171","0.00674","49"
"60.19600","-0.67906","-0.19656","0.18863","0.00108","49"
"60.29600","-0.50547","-0.09827","0.14041","0.00054","49"
"60.39600","-0.33703","0.01087","0.09362","-0.00006","49"
"60.49600","-0.17016","-0.05756","0.04727","0.00032","49"
"60.59600","-0.00359","-0.01156","0.00100","0.00006","49"
"60.60000","0.00312","0.00106","-0.00087","-0.00001","49"
