Dimension : Anvil height,"3.60000",mm
"60.60200","0.00641","0.00457","-0.00178","-0.00003","50"
"60.70200","-0.12984","-0.07888","0.03607","0.00044","50"
"60.80200","-0.32109","-0.07070","0.08919","0.00039","50"
"60.90200","-0.49453","-0.04775","0.13737","0.00026","50"
"61.00200","-0.66281","-0.07317","0.18411","0.00040","50"
"61.10200","-0.82984","-0.54920","0.23051","0.00303","50"
"61.20200","-0.99641","-1.57492","0.27678","0.00869","50"
"61.20600","-1.00312","-1.63548","0.27865","0.00903","50"
"61.20800","-1.00656","-1.66563","0.27960","0.00919","50"
"61.30800","-0.87016","-1.10474","0.24171","0.00610","50"
"61.40800","-0.67906","-0.08515","0.18863","0.00047","50"
"61.50800","-0.50547","0.08809","0.14041","-0.00049","50"
"61.60800","-0.33703","0.13551","0.09362","-0.00075","50"
"61.70800","-0.17016","0.06601","0.04727","-0.00036","50"
"61.80800","-0.00359","0.04021","0.00100","-0.00022","50"
"61.81200","0.00297","0.03845","-0.00082","-0.00021","50"
"61.81400","0.00641","0.03738","-0.00178","-0.00021","51"
"61.91400","-0.12984","0.03204","0.03607","-0.00018","51"
"62.01400","-0.32109","-0.01577","0.08919","0.00009","51"
"62.11400","-0.49438","0.04486","0.13733","-0.00025","51"
"62.21400","-0.66281","-0.13974","0.18411","0.00077","51"
"62.31400","-0.82984","-0.60154","0.23051","0.00332","51"
"62.41400","-0.99641","-1.62863","0.27678","0.00899","51"
"62.41800","-1.00312","-1.68952","0.27865","0.00933","51"
"62.42000","-1.00656","-1.72032","0.27960","0.00950","51"
"62.52000","-0.87016","-1.18969","0.24171","0.00657","51"
"62.62000","-0.67906","-0.13462","0.18863","0.00074","51"
"62.72000","-0.50547","0.07482","0.14041","-0.00041","51"
"62.82000","-0.33703","0.17173","0.09362","-0.00095","51"
"62.92000","-0.17016","-0.06201","0.04727","0.00034","51"
"63.02000","-0.00359","0.04967","0.00100","-0.00027","51"
"63.02400","0.00297","0.05337","-0.00082","-0.00029","51"
"63.02600","0.00641","0.05441","-0.00178","-0.00030","52"
"63.12600","-0.12984","0.08341","0.03607","-0.00046","52"
"63.22600","-0.32109","-0.01422","0.08919","0.00008","52"
"63.32600","-0.49453","0.00770","0.13737","-0.00004","52"
"63.42600","-0.66297","-0.09794","0.18416","0.00054","52"
"63.52600","-0.82984","-0.47331","0.23051","0.00261","52"
"63.62600","-0.99641","-1.61096","0.27678","0.00889","52"
"63.63000","-1.00312","-1.65592","0.27865","0.00914","52"
"63.63200","-1.00656","-1.68079","0.27960","0.00928","52"
"63.73200","-0.87016","-1.12211","0.24171","0.00619","52"
"63.83200","-0.67906","-0.12250","0.18863","0.00068","52"
"63.93200","-0.50547","-0.02807","0.14041","0.00015","52"
"64.03200","-0.33703","0.07135","0.09362","-0.00039","52"
"64.13200","-0.17016","-0.03989","0.04727","0.00022","52"
"64.23200","-0.00359","-0.04114","0.00100","0.00023","52"
"64.23600","0.00297","-0.04149","-0.00082","0.00023","52"
"64.23801","0.00641","-0.04111","-0.00178","0.00023","53"
"64.33800","-0.12984","-0.09515","0.03607","0.00053","53"
"64.43800","-0.32109","-0.01202","0.08919","0.00007","53"
"64.53800","-0.49453","-0.03726","0.13737","0.00021","53"
"64.63800","-0.66281","-0.16902","0.18411","0.00093","53"
"64.73801","-0.82984","-0.57105","0.23051","0.00315","53"
"64.83800","-0.99641","-1.57423","0.27678","0.00869","53"
"64.84200","-1.00312","-1.62269","0.27865","0.00896","53"
"64.84400","-1.00656","-1.64809","0.27960","0.00910","53"
"64.94400","-0.87016","-1.13871","0.24171","0.00629","53"
"65.04401","-0.67906","-0.10542","0.18863","0.00058","53"
"65.14400","-0.50547","-0.03962","0.14041","0.00022","53"
"65.24400","-0.33703","0.05818","0.09362","-0.00032","53"
"65.34400","-0.17016","-0.01085","0.04727","0.00006","53"
"65.44400","-0.00359","-0.05919","0.00100","0.00033","53"
"65.44800","0.00297","-0.05307","-0.00082","0.00029","53"
"65.45000","0.00641","-0.05066","-0.00178","0.00028","54"
"65.55000","-0.12984","-0.05841","0.03607","0.00032","54"
"65.65000","-0.32109","-0.09196","0.08919","0.00051","54"
"65.75000","-0.49438","-0.01864","0.13733","0.00010","54"
"65.85001","-0.66281","-0.12786","0.18411","0.00071","54"
"65.95001","-0.82984","-0.58747","0.23051","0.00324","54"
"66.05000","-0.99641","-1.57778","0.27678","0.00871","54"
"66.05400","-1.00312","-1.62263","0.27865","0.00896","54"
"66.05600","-1.00656","-1.64574","0.27960","0.00908","54"
"66.15601","-0.87016","-1.18285","0.24171","0.00653","54"
"66.25601","-0.67906","-0.09153","0.18863","0.00051","54"
"66.35600","-0.50547","-0.00998","0.14041","0.00006","54"
"66.45600","-0.33703","0.05915","0.09362","-0.00033","54"
"66.55600","-0.17016","-0.00510","0.04727","0.00003","54"
"66.65601","-0.00359","0.00780","0.00100","-0.00004","54"
"66.66000","0.00312","0.01329","-0.00087","-0.00007","54"
"66.66200","0.00641","0.01635","-0.00178","-0.00009","55"
"66.76200","-0.12984","0.06798","0.03607","-0.00038","55"
"66.86200","-0.32109","0.17826","0.08919","-0.00098","55"
"66.96201","-0.49453","0.10495","0.13737","-0.00058","55"
"67.06201","-0.66281","-0.08404","0.18411","0.00046","55"
"67.16200","-0.82984","-0.50559","0.23051","0.00279","55"
"67.26200","-0.99641","-1.55526","0.27678","0.00858","55"
"67.26601","-1.00328","-1.61368","0.27869","0.00891","55"
"67.26801","-1.00656","-1.63880","0.27960","0.00905","55"
"67.36800","-0.87016","-1.11701","0.24171","0.00617","55"
"67.46800","-0.67906","-0.04692","0.18863","0.00026","55"
"67.56800","-0.50547","0.01998","0.14041","-0.00011","55"
"67.66801","-0.33703","0.15875","0.09362","-0.00088","55"
"67.76801","-0.17016","0.10347","0.04727","-0.00057","55"
"67.86800","-0.00359","0.05793","0.00100","-0.00032","55"
"67.87200","0.00297","0.05533","-0.00082","-0.00031","55"
"67.87400","0.00641","0.05237","-0.00178","-0.00029","56"
"67.97401","-0.12984","0.04928","0.03607","-0.00027","56"
"68.07401","-0.32109","0.03331","0.08919","-0.00018","56"
"68.17400","-0.49453","0.01506","0.13737","-0.00008","56"
"68.27400","-0.66297","-0.11191","0.18416","0.00062","56"
"68.37400","-0.82984","-0.63862","0.23051","0.00352","56"
"68.47401","-0.99641","-1.58008","0.27678","0.00872","56"
"68.47801","-1.00312","-1.63066","0.27865","0.00900","56"
"68.48000","-1.00656","-1.65555","0.27960","0.00914","56"
"68.58000","-0.87016","-1.23238","0.24171","0.00680","56"
"68.68000","-0.67906","-0.10037","0.18863","0.00055","56"
"68.78001","-0.50547","-0.08544","0.14041","0.00047","56"
"68.88001","-0.33703","0.00741","0.09362","-0.00004","56"
"68.98000","-0.17016","-0.04152","0.04727","0.00023","56"
"69.08000","-0.00359","-0.07134","0.00100","0.00039","56"
"69.08400","0.00297","-0.06616","-0.00082","0.00037","56"
"69.08601","0.00641","-0.06216","-0.00178","0.00034","57"
"69.18601","-0.12984","-0.06063","0.03607","0.00033","57"
"69.28600","-0.32109","-0.06072","0.08919","0.00034","57"
"69.38600","-0.49453","-0.06468","0.13737","0.00036","57"
"69.48600","-0.66281","-0.10050","0.18411","0.00055","57"
"69.58601","-0.82984","-0.62904","0.23051","0.00347","57"
"69.68601","-0.99641","-1.62956","0.27678","0.00899","57"
"69.69000","-1.00312","-1.67686","0.27865","0.00926","57"
"69.69200","-1.00656","-1.70220","0.27960","0.00940","57"
"69.79200","-0.87016","-1.16094","0.24171","0.00641","57"
"69.89201","-0.67906","-0.14551","0.18863","0.00080","57"
"69.99201","-0.50547","-0.08697","0.14041","0.00048","57"
"70.09200","-0.33703","0.08080","0.09362","-0.00045","57"
"70.19200","-0.17016","0.00238","0.04727","-0.00001","57"
"70.29200","-0.00359","0.01593","0.00100","-0.00009","57"
"70.29601","0.00312","0.02199","-0.00087","-0.00012","57"
"70.29801","0.00641","0.02335","-0.00178","-0.00013","58"
"70.39800","-0.12984","-0.06743","0.03607","0.00037","58"
"70.49800","-0.32109","0.07983","0.08919","-0.00044","58"
"70.59800","-0.49438","-0.03615","0.13733","0.00020","58"
"70.69801","-0.66297","-0.10614","0.18416","0.00059","58"
"70.79801","-0.82984","-0.56714","0.23051","0.00313","58"
"70.89800","-0.99656","-1.62962","0.27682","0.00899","58"
"70.90200","-1.00328","-1.69460","0.27869","0.00935","58"
"70.90401","-1.00656","-1.72982","0.27960","0.00955","58"
"71.00401","-0.87016","-1.14728","0.24171","0.00633","58"
"71.10400","-0.67906","-0.14079","0.18863","0.00078","58"
"71.20400","-0.50547","0.22056","0.14041","-0.00122","58"
"71.30400","-0.33719","0.13426","0.09366","-0.00074","58"
"71.40401","-0.17016","0.08178","0.04727","-0.00045","58"
"71.50401","-0.00359","0.02540","0.00100","-0.00014","58"
"71.50800","0.00297","0.03301","-0.00082","-0.00018","58"
"71.51000","0.00641","0.03763","-0.00178","-0.00021","59"
"71.61000","-0.12984","0.04473","0.03607","-0.00025","59"
"71.71001","-0.32109","0.02525","0.08919","-0.00014","59"
"71.81001","-0.49453","0.11198","0.13737","-0.00062","59"
"71.91000","-0.66281","-0.00635","0.18411","0.00004","59"
"72.01000","-0.82984","-0.51783","0.23051","0.00286","59"
"72.11000","-0.99641","-1.63201","0.27678","0.00901","59"
"72.11401","-1.00312","-1.68496","0.27865","0.00930","59"
"72.11601","-1.00656","-1.71163","0.27960","0.00945","59"
"72.21600","-0.87016","-1.14289","0.24171","0.00631","59"
"72.31600","-0.67891","-0.18510","0.18859","0.00102","59"
"72.41600","-0.50547","-0.03691","0.14041","0.00020","59"
"72.51601","-0.33719","0.08237","0.09366","-0.00045","59"
"72.61601","-0.17000","0.02375","0.04722","-0.00013","59"
"72.71600","-0.00359","0.02344","0.00100","-0.00013","59"
"72.72000","0.00297","0.02414","-0.00082","-0.00013","59"
"72.72200","0.00641","0.02384","-0.00178","-0.00013","60"
"72.82201","-0.12984","0.02845","0.03607","-0.00016","60"
"72.92201","-0.32109","0.04878","0.08919","-0.00027","60"
"73.02200","-0.49453","0.01324","0.13737","-0.00007","60"
"73.12200","-0.66281","0.00602","0.18411","-0.00003","60"
"73.22200","-0.82984","-0.38665","0.23051","0.00213","60"
"73.32201","-0.99656","-1.44355","0.27682","0.00797","60"
"73.32601","-1.00312","-1.51593","0.27865","0.00837","60"
"73.32800","-1.00656","-1.55335","0.27960","0.00857","60"
"73.42800","-0.87016","-1.24902","0.24171","0.00689","60"
"73.52800","-0.67906","-0.09187","0.18863","0.00051","60"
"73.62801","-0.50547","0.08903","0.14041","-0.00049","60"
"73.72801","-0.33703","0.08062","0.09362","-0.00044","60"
"73.82800","-0.17016","0.05268","0.04727","-0.00029","60"
"73.92800","-0.00359","0.00477","0.00100","-0.00003","60"
"73.93201","0.00297","0.01764","-0.00082","-0.00010","60"
"73.93401","0.00641","0.02263","-0.00178","-0.00012","61"
"74.03401","-0.12984","-0.01218","0.03607","0.00007","61"
"74.13400","-0.32109","-0.01557","0.08919","0.00009","61"
"74.23400","-0.49453","-0.07137","0.13737","0.00039","61"
"74.33401","-0.66281","-0.16913","0.18411","0.00093","61"
"74.43401","-0.82984","-0.59722","0.23051","0.00330","61"
"74.53401","-0.99656","-1.55496","0.27682","0.00858","61"
"74.53800","-1.00328","-1.61248","0.27869","0.00890","61"
"74.54000","-1.00656","-1.64162","0.27960","0.00906","61"
"74.64001","-0.87016","-1.09658","0.24171","0.00605","61"
"74.74001","-0.67906","-0.06888","0.18863","0.00038","61"
"74.84001","-0.50547","0.07096","0.14041","-0.00039","61"
"74.94000","-0.33703","0.05143","0.09362","-0.00028","61"
"75.04000","-0.17016","0.05050","0.04727","-0.00028","61"
"75.14001","-0.00359","0.01651","0.00100","-0.00009","61"
"75.14401","0.00312","0.02844","-0.00087","-0.00016","61"
"75.14600","0.00641","0.03410","-0.00178","-0.00019","62"
"75.24600","-0.12984","0.03500","0.03607","-0.00019","62"
"75.34600","-0.32109","0.05028","0.08919","-0.00028","62"
"75.44601","-0.49453","0.08384","0.13737","-0.00046","62"
"75.54601","-0.66281","-0.01861","0.18411","0.00010","62"
"75.64600","-0.82984","-0.38154","0.23051","0.00211","62"
"75.74600","-0.99641","-1.54321","0.27678","0.00852","62"
"75.75000","-1.00328","-1.59108","0.27869","0.00878","62"
"75.75201","-1.00656","-1.61473","0.27960","0.00891","62"
"75.85201","-0.87016","-1.10564","0.24171","0.00610","62"
"75.95200","-0.67906","-0.19535","0.18863","0.00108","62"
"76.05200","-0.50547","-0.06222","0.14041","0.00034","62"
"76.15200","-0.33703","0.05948","0.09362","-0.00033","62"
"76.25201","-0.17016","-0.04459","0.04727","0.00025","62"
"76.35201","-0.00359","-0.01509","0.00100","0.00008","62"
"76.35600","0.00312","-0.01290","-0.00087","0.00007","62"
"76.35800","0.00641","-0.01121","-0.00178","0.00006","63"
"76.45800","-0.12984","0.00431","0.03607","-0.00002","63"
"76.55801","-0.32109","0.02225","0.08919","-0.00012","63"
"76.65801","-0.49438","0.02937","0.13733","-0.00016","63"
"76.75800","-0.66281","-0.06832","0.18411","0.00038","63"
"76.85800","-0.82984","-0.58600","0.23051","0.00323","63"
"76.95800","-0.99641","-1.66436","0.27678","0.00919","63"
"76.96201","-1.00328","-1.72675","0.27869","0.00953","63"
"76.96401","-1.00656","-1.75480","0.27960","0.00969","63"
"77.06400","-0.87016","-1.15126","0.24171","0.00635","63"
"77.16400","-0.67906","-0.16382","0.18863","0.00090","63"
"77.26400","-0.50547","-0.06889","0.14041","0.00038","63"
"77.36401","-0.33703","0.00683","0.09362","-0.00004","63"
"77.46401","-0.17016","0.02189","0.04727","-0.00012","63"
"77.56400","-0.00359","-0.02452","0.00100","0.00014","63"
"77.56800","0.00297","-0.02749","-0.00082","0.00015","63"
"77.57001","0.00641","-0.02950","-0.00178","0.00016","64"
"77.67001","-0.12984","-0.03196","0.03607","0.00018","64"
"77.77001","-0.32109","-0.10430","0.08919","0.00058","64"
"77.87000","-0.49438","-0.00572","0.13733","0.00003","64"
"77.97000","-0.66281","-0.15521","0.18411","0.00086","64"
"78.07001","-0.82984","-0.68024","0.23051","0.00375","64"
"78.17001","-0.99656","-1.60226","0.27682","0.00884","64"
"78.17400","-1.00328","-1.64419","0.27869","0.00908","64"
"78.17600","-1.00656","-1.66530","0.27960","0.00919","64"
"78.27600","-0.87016","-1.06655","0.24171","0.00589","64"
"78.37601","-0.67906","-0.06129","0.18863","0.00034","64"
"78.47601","-0.50547","0.05116","0.14041","-0.00028","64"
"78.57601","-0.33703","0.10091","0.09362","-0.00056","64"
"78.67600","-0.17016","0.03852","0.04727","-0.00021","64"
"78.77600","-0.00359","0.04902","0.00100","-0.00027","64"
"78.78001","0.00312","0.05014","-0.00087","-0.00028","64"
"78.78201","0.00641","0.05233","-0.00178","-0.00029","65"
"78.88200","-0.12984","0.10926","0.03607","-0.00060","65"
"78.98200","-0.32109","0.05065","0.08919","-0.00028","65"
"79.08200","-0.49453","0.08837","0.13737","-0.00049","65"
"79.18201","-0.66281","-0.18153","0.18411","0.00100","65"
"79.28201","-0.82969","-0.61541","0.23047","0.00340","65"
"79.38200","-0.99656","-1.63226","0.27682","0.00901","65"
"79.38600","-1.00328","-1.69297","0.27869","0.00934","65"
"79.38800","-1.00656","-1.72473","0.27960","0.00952","65"
"79.48801","-0.87016","-1.28913","0.24171","0.00712","65"
"79.58801","-0.67906","-0.20068","0.18863","0.00111","65"
"79.68800","-0.50547","0.01652","0.14041","-0.00009","65"
"79.78800","-0.33703","0.08240","0.09362","-0.00045","65"
"79.88800","-0.17016","0.00600","0.04727","-0.00003","65"
"79.98801","-0.00359","0.06640","0.00100","-0.00037","65"
"79.99201","0.00297","0.06114","-0.00082","-0.00034","65"
"79.99400","0.00641","0.05631","-0.00178","-0.00031","66"
"80.09400","-0.12984","-0.03216","0.03607","0.00018","66"
"80.19400","-0.32109","-0.04338","0.08919","0.00024","66"
"80.29401","-0.49438","-0.02258","0.13733","0.00012","66"
"80.39401","-0.66281","-0.12889","0.18411","0.00071","66"
"80.49400","-0.82984","-0.60901","0.23051","0.00336","66"
"80.59400","-0.99656","-1.61258","0.27682","0.00890","66"
"80.59801","-1.00328","-1.65278","0.27869","0.00912","66"
"80.60001","-1.00656","-1.67362","0.27960","0.00924","66"
"80.70001","-0.87016","-1.13271","0.24171","0.00625","66"
"80.80000","-0.67891","-0.18045","0.18859","0.00100","66"
"80.90000","-0.50547","-0.10221","0.14041","0.00056","66"
"81.00001","-0.33703","0.02132","0.09362","-0.00012","66"
"81.10001","-0.17016","-0.06210","0.04727","0.00034","66"
"81.20001","-0.00359","-0.05836","0.00100","0.00032","66"
"81.20400","0.00297","-0.06191","-0.00082","0.00034","66"
"81.20600","0.00641","-0.06381","-0.00178","0.00035","67"
"81.30601","-0.12984","-0.05927","0.03607","0.00033","67"
"81.40601","-0.32109","-0.09598","0.08919","0.00053","67"
"81.50601","-0.49453","-0.13614","0.13737","0.00075","67"
"81.60600","-0.66281","-0.15560","0.18411","0.00086","67"
"81.70600","-0.82984","-0.63657","0.23051","0.00351","67"
"81.80601","-0.99656","-1.65094","0.27682","0.00911","67"
"81.81001","-1.00328","-1.69600","0.27869","0.00936","67"
"81.81201","-1.00656","-1.72118","0.27960","0.00950","67"
"81.91200","-0.87016","-1.12022","0.24171","0.00618","67"
"82.01200","-0.67906","-0.14452","0.18863","0.00080","67"
"82.11201","-0.50547","-0.04631","0.14041","0.00026","67"
"82.21201","-0.33703","0.02381","0.09362","-0.00013","67"
"82.31201","-0.17016","-0.05519","0.04727","0.00030","67"
"82.41200","-0.00359","0.00249","0.00100","-0.00001","67"
"82.41600","0.00297","0.01112","-0.00082","-0.00006","67"
"82.41801","0.00641","0.01587","-0.00178","-0.00009","68"
"82.51801","-0.12984","-0.01839","0.03607","0.00010","68"
"82.61800","-0.32109","0.04003","0.08919","-0.00022","68"
"82.71800","-0.49453","-0.02009","0.13737","0.00011","68"
"82.81800","-0.66281","-0.10790","0.18411","0.00060","68"
"82.91801","-0.82984","-0.57713","0.23051","0.00319","68"
"83.01801","-0.99656","-1.53091","0.27682","0.00845","68"
"83.02200","-1.00328","-1.57961","0.27869","0.00872","68"
"83.02400","-1.00656","-1.60488","0.27960","0.00886","68"
"83.12400","-0.87016","-1.13475","0.24171","0.00626","68"
"83.22401","-0.67906","-0.07581","0.18863","0.00042","68"
"83.32401","-0.50547","0.05511","0.14041","-0.00030","68"
"83.42400","-0.33703","0.14087","0.09362","-0.00078","68"
"83.52400","-0.17016","0.09970","0.04727","-0.00055","68"
"83.62400","-0.00359","0.01252","0.00100","-0.00007","68"
"83.62801","0.00297","0.01082","-0.00082","-0.00006","68"
"83.63001","0.00641","0.01211","-0.00178","-0.00007","69"
"83.73000","-0.12984","-0.00671","0.03607","0.00004","69"
"83.83000","-0.32109","0.02422","0.08919","-0.00013","69"
"83.93000","-0.49453","0.07620","0.13737","-0.00042","69"
"84.03001","-0.66281","-0.07125","0.18411","0.00039","69"
"84.13001","-0.82984","-0.48869","0.23051","0.00270","69"
"84.23000","-0.99656","-1.60509","0.27682","0.00886","69"
"84.23400","-1.00328","-1.65110","0.27869","0.00911","69"
"84.23601","-1.00656","-1.67406","0.27960","0.00924","69"
"84.33601","-0.87016","-1.12289","0.24171","0.00620","69"
"84.43601","-0.67906","-0.09923","0.18863","0.00055","69"
"84.53600","-0.50547","-0.01924","0.14041","0.00011","69"
"84.63600","-0.33703","0.05775","0.09362","-0.00032","69"
"84.73601","-0.17016","-0.01650","0.04727","0.00009","69"
"84.83601","-0.00359","-0.05009","0.00100","0.00028","69"
"84.84001","0.00312","-0.04610","-0.00087","0.00025","69"
"84.84200","0.00641","-0.04356","-0.00178","0.00024","70"
"84.94200","-0.12984","-0.00673","0.03607","0.00004","70"
"85.04201","-0.32109","-0.08783","0.08919","0.00048","70"
"85.14201","-0.49453","-0.05496","0.13737","0.00030","70"
"85.24201","-0.66281","-0.13452","0.18411","0.00074","70"
"85.34200","-0.82984","-0.57295","0.23051","0.00316","70"
"85.44200","-0.99656","-1.64397","0.27682","0.00907","70"
"85.44601","-1.00328","-1.69295","0.27869","0.00934","70"
"85.44801","-1.00656","-1.71799","0.27960","0.00948","70"
"85.54801","-0.87016","-1.15379","0.24171","0.00637","70"
"85.64800","-0.67906","-0.14423","0.18863","0.00080","70"
"85.74800","-0.50547","-0.04932","0.14041","0.00027","70"
"85.84801","-0.33703","0.03969","0.09362","-0.00022","70"
"85.94801","-0.17016","-0.00622","0.04727","0.00003","70"
"86.04801","-0.00359","-0.00457","0.00100","0.00003","70"
"86.05200","0.00297","0.00212","-0.00082","-0.00001","70"
"86.05400","0.00641","0.00543","-0.00178","-0.00003","71"
"86.15401","-0.12984","-0.02790","0.03607","0.00015","71"
"86.25401","-0.32109","0.03757","0.08919","-0.00021","71"
"86.35400","-0.49438","0.00053","0.13733","0.00000","71"
"86.45400","-0.66281","-0.06995","0.18411","0.00039","71"
"86.55400","-0.82984","-0.50807","0.23051","0.00280","71"
"86.65401","-0.99656","-1.55175","0.27682","0.00857","71"
"86.65801","-1.00328","-1.59582","0.27869","0.00881","71"
"86.66000","-1.00656","-1.62009","0.27960","0.00894","71"
"86.76000","-0.87016","-1.07324","0.24171","0.00592","71"
"86.86000","-0.67906","-0.01059","0.18863","0.00006","71"
"86.96001","-0.50547","0.05127","0.14041","-0.00028","71"
"87.06001","-0.33703","0.18368","0.09362","-0.00101","71"
"87.16000","-0.17016","0.05590","0.04727","-0.00031","71"
"87.26000","-0.00359","0.06437","0.00100","-0.00036","71"
"87.26401","0.00312","0.06059","-0.00087","-0.00033","71"
"87.26601","0.00641","0.06099","-0.00178","-0.00034","72"
"87.36601","-0.12984","0.04786","0.03607","-0.00026","72"
"87.46600","-0.32109","0.06549","0.08919","-0.00036","72"
"87.56600","-0.49453","0.07184","0.13737","-0.00040","72"
"87.66600","-0.66281","-0.00481","0.18411","0.00003","72"
"87.76601","-0.82984","-0.52529","0.23051","0.00290","72"
"87.86601","-0.99656","-1.51725","0.27682","0.00837","72"
"87.87000","-1.00328","-1.56615","0.27869","0.00864","72"
"87.87200","-1.00656","-1.59279","0.27960","0.00879","72"
"87.97201","-0.87016","-1.11310","0.24171","0.00614","72"
"88.07201","-0.67906","-0.13068","0.18863","0.00072","72"
"88.17201","-0.50547","0.01293","0.14041","-0.00007","72"
"88.27200","-0.33703","0.09891","0.09362","-0.00055","72"
"88.37200","-0.17016","0.00330","0.04727","-0.00002","72"
"88.47201","-0.00359","0.00129","0.00100","-0.00001","72"
"88.47601","0.00297","-0.00641","-0.00082","0.00004","72"
"88.47801","0.00641","-0.01201","-0.00178","0.00007","73"
"88.57800","-0.12984","-0.12265","0.03607","0.00068","73"
"88.67800","-0.32109","-0.10901","0.08919","0.00060","73"
"88.77801","-0.49453","-0.08230","0.13737","0.00045","73"
"88.87801","-0.66281","-0.13242","0.18411","0.00073","73"
"88.97801","-0.82969","-0.62514","0.23047","0.00345","73"
"89.07800","-0.99656","-1.66297","0.27682","0.00918","73"
"89.08200","-1.00328","-1.70888","0.27869","0.00943","73"
"89.08401","-1.00672","-1.73072","0.27964","0.00955","73"
"89.18401","-0.87016","-1.24615","0.24171","0.00688","73"
"89.28401","-0.67891","-0.30025","0.18859","0.00166","73"
"89.38400","-0.50547","-0.00358","0.14041","0.00002","73"
"89.48400","-0.33703","0.00791","0.09362","-0.00004","73"
"89.58401","-0.17016","-0.13279","0.04727","0.00073","73"
"89.68401","-0.00359","-0.12508","0.00100","0.00069","73"
"89.68800","0.00297","-0.11636","-0.00082","0.00064","73"
"89.69000","0.00641","-0.11268","-0.00178","0.00062","74"
"89.79000","-0.12984","-0.06792","0.03607","0.00037","74"
"89.89001","-0.32109","-0.13615","0.08919","0.00075","74"
"89.99001","-0.49453","-0.06834","0.13737","0.00038","74"
"90.09001","-0.66281","-0.16734","0.18411","0.00092","74"
"90.19000","-0.82984","-0.58758","0.23051","0.00324","74"
"90.29000","-0.99656","-1.62090","0.27682","0.00895","74"
"90.29401","-1.00328","-1.65943","0.27869","0.00916","74"
"90.29601","-1.00672","-1.68056","0.27964","0.00928","74"
"90.39600","-0.87016","-1.11399","0.24171","0.00615","74"
"90.49600","-0.67906","-0.09498","0.18863","0.00052","74"
"90.59600","-0.50547","-0.01452","0.14041","0.00008","74"
"90.69601","-0.33703","0.07793","0.09362","-0.00043","74"
"90.79601","-0.17016","-0.03160","0.04727","0.00017","74"
"90.89600","-0.00359","0.10523","0.00100","-0.00058","74"
"90.90000","0.00312","0.12398","-0.00087","-0.00068","74"
"90.90201","0.00641","0.13224","-0.00178","-0.00073","75"
"91.00201","-0.12984","0.12998","0.03607","-0.00072","75"
