Dimension : Anvil height,"3.60000",mm
"91.10201","-0.32109","0.15066","0.08919","-0.00083","75"
"91.20200","-0.49453","0.10152","0.13737","-0.00056","75"
"91.30200","-0.66281","0.00372","0.18411","-0.00002","75"
"91.40201","-0.82984","-0.48060","0.23051","0.00265","75"
"91.50201","-0.99656","-1.44430","0.27682","0.00797","75"
"91.50601","-1.00328","-1.49660","0.27869","0.00826","75"
"91.50800","-1.00656","-1.52367","0.27960","0.00841","75"
"91.60800","-0.87016","-0.95363","0.24171","0.00526","75"
"91.70801","-0.67906","-0.06394","0.18863","0.00035","75"
"91.80801","-0.50547","0.10454","0.14041","-0.00058","75"
"91.90801","-0.33703","0.16025","0.09362","-0.00088","75"
"92.00800","-0.17016","0.07257","0.04727","-0.00040","75"
"92.10800","-0.00359","0.01556","0.00100","-0.00009","75"
"92.11201","0.00312","0.02007","-0.00087","-0.00011","75"
"92.11401","0.00641","0.02138","-0.00178","-0.00012","76"
"92.21401","-0.12984","0.01295","0.03607","-0.00007","76"
"92.31400","-0.32109","0.01005","0.08919","-0.00006","76"
"92.41400","-0.49438","-0.00510","0.13733","0.00003","76"
"92.51401","-0.66281","-0.05167","0.18411","0.00029","76"
"92.61401","-0.82969","-0.51619","0.23047","0.00285","76"
"92.71401","-0.99656","-1.55242","0.27682","0.00857","76"
"92.71800","-1.00328","-1.60753","0.27869","0.00887","76"
"92.72000","-1.00656","-1.63534","0.27960","0.00903","76"
"92.82001","-0.87016","-1.08559","0.24171","0.00599","76"
"92.92001","-0.67891","-0.14596","0.18859","0.00081","76"
"93.02001","-0.50547","-0.10544","0.14041","0.00058","76"
"93.12000","-0.33703","0.02401","0.09362","-0.00013","76"
"93.22000","-0.17016","-0.11491","0.04727","0.00063","76"
"93.32001","-0.00359","-0.08726","0.00100","0.00048","76"
"93.32401","0.00312","-0.08097","-0.00087","0.00045","76"
"93.32601","0.00641","-0.07816","-0.00178","0.00043","77"
"93.42600","-0.12984","-0.03065","0.03607","0.00017","77"
"93.52600","-0.32109","-0.07950","0.08919","0.00044","77"
"93.62601","-0.49438","-0.08647","0.13733","0.00048","77"
"93.72601","-0.66281","-0.16551","0.18411","0.00091","77"
"93.82601","-0.82984","-0.63489","0.23051","0.00350","77"
"93.92600","-0.99656","-1.62814","0.27682","0.00899","77"
"93.93001","-1.00328","-1.68361","0.27869","0.00929","77"
"93.93201","-1.00672","-1.71080","0.27964","0.00944","77"
"94.03201","-0.87016","-1.19736","0.24171","0.00661","77"
"94.13200","-0.67906","-0.14974","0.18863","0.00083","77"
"94.23200","-0.50547","-0.03342","0.14041","0.00018","77"
"94.33200","-0.33703","0.08099","0.09362","-0.00045","77"
"94.43201","-0.17016","-0.08820","0.04727","0.00049","77"
"94.53201","-0.00359","-0.03652","0.00100","0.00020","77"
"94.53600","0.00297","-0.03214","-0.00082","0.00018","77"
"94.53800","0.00641","-0.03012","-0.00178","0.00017","78"
"94.63801","-0.12984","-0.06777","0.03607","0.00037","78"
"94.73801","-0.32109","0.00929","0.08919","-0.00005","78"
"94.83801","-0.49453","-0.06109","0.13737","0.00034","78"
"94.93800","-0.66281","-0.14512","0.18411","0.00080","78"
"95.03800","-0.82984","-0.57931","0.23051","0.00320","78"
"95.13801","-0.99656","-1.54113","0.27682","0.00851","78"
"95.14201","-1.00328","-1.59068","0.27869","0.00878","78"
"95.14401","-1.00656","-1.61576","0.27960","0.00892","78"
"95.24400","-0.87016","-1.02034","0.24171","0.00563","78"
"95.34400","-0.67906","-0.05855","0.18863","0.00032","78"
"95.44401","-0.50563","0.05791","0.14045","-0.00032","78"
"95.54401","-0.33703","0.07529","0.09362","-0.00042","78"
"95.64401","-0.17016","0.02949","0.04727","-0.00016","78"
"95.74400","-0.00359","0.05210","0.00100","-0.00029","78"
"95.74800","0.00312","0.06630","-0.00087","-0.00037","78"
"95.75001","0.00641","0.07154","-0.00178","-0.00039","79"
"95.85001","-0.12984","0.10151","0.03607","-0.00056","79"
"95.95001","-0.32109","0.09106","0.08919","-0.00050","79"
"96.05000","-0.49453","0.08665","0.13737","-0.00048","79"
"96.15000","-0.66297","-0.02650","0.18416","0.00015","79"
"96.25001","-0.82984","-0.47947","0.23051","0.00265","79"
"96.35001","-0.99656","-1.53985","0.27682","0.00850","79"
"96.35400","-1.00328","-1.59145","0.27869","0.00878","79"
"96.35600","-1.00656","-1.61695","0.27960","0.00892","79"
"96.45600","-0.87016","-1.09310","0.24171","0.00603","79"
"96.55601","-0.67906","-0.07857","0.18863","0.00043","79"
"96.65601","-0.50547","0.00637","0.14041","-0.00004","79"
"96.75601","-0.33703","0.13014","0.09362","-0.00072","79"
"96.85600","-0.17016","-0.01941","0.04727","0.00011","79"
"96.95600","-0.00359","0.01879","0.00100","-0.00010","79"
"96.96001","0.00297","0.03376","-0.00082","-0.00019","79"
"96.96201","0.00641","0.04223","-0.00178","-0.00023","80"
"97.06201","-0.12984","-0.01403","0.03607","0.00008","80"
"97.16200","-0.32109","-0.02416","0.08919","0.00013","80"
"97.26200","-0.49453","-0.01886","0.13737","0.00010","80"
"97.36201","-0.66281","-0.11669","0.18411","0.00064","80"
"97.46201","-0.82984","-0.59343","0.23051","0.00328","80"
"97.56201","-0.99656","-1.64469","0.27682","0.00908","80"
"97.56600","-1.00328","-1.69670","0.27869","0.00937","80"
"97.56801","-1.00656","-1.72256","0.27960","0.00951","80"
"97.66801","-0.87016","-1.24798","0.24171","0.00689","80"
"97.76801","-0.67891","-0.19914","0.18859","0.00110","80"
"97.86800","-0.50547","-0.08227","0.14041","0.00045","80"
"97.96800","-0.33719","0.02682","0.09366","-0.00015","80"
"98.06801","-0.17016","-0.02275","0.04727","0.00013","80"
"98.16801","-0.00359","-0.02298","0.00100","0.00013","80"
"98.17201","0.00312","-0.02025","-0.00087","0.00011","80"
"98.17400","0.00641","-0.01956","-0.00178","0.00011","81"
"98.27400","-0.12984","-0.11696","0.03607","0.00065","81"
"98.37401","-0.32109","-0.07454","0.08919","0.00041","81"
"98.47401","-0.49453","-0.00948","0.13737","0.00005","81"
"98.57401","-0.66281","-0.14733","0.18411","0.00081","81"
"98.67400","-0.82984","-0.62480","0.23051","0.00345","81"
"98.77400","-0.99656","-1.62216","0.27682","0.00895","81"
"98.77801","-1.00328","-1.67590","0.27869","0.00925","81"
"98.78001","-1.00672","-1.70593","0.27964","0.00942","81"
"98.88001","-0.87016","-1.17090","0.24171","0.00646","81"
"98.98000","-0.67906","-0.10479","0.18863","0.00058","81"
"99.08000","-0.50563","0.03036","0.14045","-0.00017","81"
"99.18001","-0.33703","0.06339","0.09362","-0.00035","81"
"99.28001","-0.17016","-0.04135","0.04727","0.00023","81"
"99.38001","-0.00375","0.00729","0.00104","-0.00004","81"
"99.38400","0.00312","0.01763","-0.00087","-0.00010","81"
"99.38600","0.00641","0.02148","-0.00178","-0.00012","82"
"99.48601","-0.12984","0.04815","0.03607","-0.00027","82"
"99.58601","-0.32109","0.03482","0.08919","-0.00019","82"
"99.68601","-0.49453","0.00722","0.13737","-0.00004","82"
"99.78600","-0.66281","-0.06141","0.18411","0.00034","82"
"99.88600","-0.82969","-0.61532","0.23047","0.00340","82"
"99.98601","-0.99656","-1.85131","0.27682","0.01022","82"
"99.99001","-1.00328","-1.91608","0.27869","0.01058","82"
"99.99201","-1.00656","-1.94784","0.27960","0.01075","82"
"100.09200","-0.87016","-1.09942","0.24171","0.00607","82"
"100.19200","-0.67906","-0.07527","0.18863","0.00042","82"
"100.29201","-0.50547","0.00637","0.14041","-0.00004","82"
"100.39201","-0.33703","0.17034","0.09362","-0.00094","82"
"100.49201","-0.17016","-0.05274","0.04727","0.00029","82"
"100.59200","-0.00359","0.08356","0.00100","-0.00046","82"
"100.59601","0.00297","0.08054","-0.00082","-0.00044","82"
"100.59801","0.00641","0.07823","-0.00178","-0.00043","83"
"100.69801","-0.12984","0.04643","0.03607","-0.00026","83"
"100.79801","-0.32109","0.08254","0.08919","-0.00046","83"
"100.89800","-0.49453","0.04208","0.13737","-0.00023","83"
"100.99800","-0.66281","-0.10409","0.18411","0.00057","83"
"101.09801","-0.82984","-0.55332","0.23051","0.00305","83"
"101.19801","-0.99656","-1.54348","0.27682","0.00852","83"
"101.20200","-1.00328","-1.58480","0.27869","0.00875","83"
"101.20400","-1.00656","-1.60900","0.27960","0.00888","83"
"101.30401","-0.87016","-1.20863","0.24171","0.00667","83"
"101.40401","-0.67906","-0.13236","0.18863","0.00073","83"
"101.50401","-0.50547","0.02039","0.14041","-0.00011","83"
"101.60400","-0.33719","0.05824","0.09366","-0.00032","83"
"101.70400","-0.17016","-0.04269","0.04727","0.00024","83"
"101.80401","-0.00359","-0.03381","0.00100","0.00019","83"
"101.80801","0.00297","-0.03419","-0.00082","0.00019","83"
"101.81001","0.00641","-0.03466","-0.00178","0.00019","84"
"101.91000","-0.12984","-0.01066","0.03607","0.00006","84"
"102.01000","-0.32109","-0.04331","0.08919","0.00024","84"
"102.11001","-0.49453","-0.05604","0.13737","0.00031","84"
"102.21001","-0.66297","-0.20245","0.18416","0.00112","84"
"102.31001","-0.82969","-0.65157","0.23047","0.00360","84"
"102.41000","-0.99656","-1.64645","0.27682","0.00909","84"
"102.41400","-1.00328","-1.70427","0.27869","0.00941","84"
"102.41601","-1.00656","-1.73248","0.27960","0.00956","84"
"102.51601","-0.87016","-1.18725","0.24171","0.00655","84"
"102.61601","-0.67906","-0.10626","0.18863","0.00059","84"
"102.71600","-0.50563","-0.12086","0.14045","0.00067","84"
"102.81600","-0.33703","0.07127","0.09362","-0.00039","84"
"102.91601","-0.17016","-0.10382","0.04727","0.00057","84"
"103.01601","-0.00375","-0.07604","0.00104","0.00042","84"
"103.02001","0.00312","-0.08535","-0.00087","0.00047","84"
"103.02200","0.00641","-0.08975","-0.00178","0.00050","85"
"103.12200","-0.12984","0.01750","0.03607","-0.00010","85"
"103.22201","-0.32109","0.02357","0.08919","-0.00013","85"
"103.32201","-0.49453","-0.04563","0.13737","0.00025","85"
"103.42201","-0.66297","-0.14800","0.18416","0.00082","85"
"103.52200","-0.82984","-0.54248","0.23051","0.00299","85"
"103.62200","-0.99656","-1.55320","0.27682","0.00857","85"
"103.62601","-1.00328","-1.60853","0.27869","0.00888","85"
"103.62801","-1.00656","-1.63658","0.27960","0.00903","85"
"103.72801","-0.87016","-1.13506","0.24171","0.00627","85"
"103.82800","-0.67906","-0.10681","0.18863","0.00059","85"
"103.92800","-0.50563","-0.01147","0.14045","0.00006","85"
"104.02801","-0.33703","0.09766","0.09362","-0.00054","85"
"104.12801","-0.17016","0.03642","0.04727","-0.00020","85"
"104.22801","-0.00359","0.05435","0.00100","-0.00030","85"
"104.23200","0.00297","0.05387","-0.00082","-0.00030","85"
"104.23400","0.00641","0.05279","-0.00178","-0.00029","86"
"104.33401","-0.12984","0.02927","0.03607","-0.00016","86"
"104.43401","-0.32109","0.06242","0.08919","-0.00034","86"
"104.53401","-0.49453","0.09788","0.13737","-0.00054","86"
"104.63400","-0.66297","-0.01845","0.18416","0.00010","86"
"104.73401","-0.82969","-0.55413","0.23047","0.00306","86"
"104.83401","-0.99656","-1.50623","0.27682","0.00831","86"
"104.83801","-1.00328","-1.55858","0.27869","0.00860","86"
"104.84001","-1.00656","-1.58432","0.27960","0.00874","86"
"104.94000","-0.87016","-1.05660","0.24171","0.00583","86"
"105.04001","-0.67891","-0.08488","0.18859","0.00047","86"
"105.14001","-0.50563","0.08843","0.14045","-0.00049","86"
"105.24001","-0.33703","0.19092","0.09362","-0.00105","86"
"105.34001","-0.17016","0.00877","0.04727","-0.00005","86"
"105.44000","-0.00359","-0.01560","0.00100","0.00009","86"
"105.44401","0.00312","-0.00942","-0.00087","0.00005","86"
"105.44601","0.00641","-0.00734","-0.00178","0.00004","87"
"105.54601","-0.12984","-0.00638","0.03607","0.00004","87"
"105.64600","-0.32109","0.00354","0.08919","-0.00002","87"
"105.74600","-0.49453","-0.03681","0.13737","0.00020","87"
"105.84601","-0.66297","-0.16526","0.18416","0.00091","87"
"105.94601","-0.82984","-0.59461","0.23051","0.00328","87"
"106.04601","-0.99641","-1.65572","0.27678","0.00914","87"
"106.05000","-1.00328","-1.70594","0.27869","0.00942","87"
"106.05200","-1.00656","-1.73074","0.27960","0.00955","87"
"106.15201","-0.87016","-1.17961","0.24171","0.00651","87"
"106.25201","-0.67906","-0.18135","0.18863","0.00100","87"
"106.35201","-0.50563","-0.08868","0.14045","0.00049","87"
"106.45200","-0.33703","0.01370","0.09362","-0.00008","87"
"106.55200","-0.17016","-0.04585","0.04727","0.00025","87"
"106.65201","-0.00359","-0.04819","0.00100","0.00027","87"
"106.65601","0.00297","-0.05172","-0.00082","0.00029","87"
"106.65801","0.00641","-0.05368","-0.00178","0.00030","88"
"106.75800","-0.12984","-0.06037","0.03607","0.00033","88"
"106.85800","-0.32109","0.00035","0.08919","0.00000","88"
"106.95801","-0.49453","-0.05277","0.13737","0.00029","88"
"107.05801","-0.66297","-0.14541","0.18416","0.00080","88"
"107.15801","-0.82984","-0.56069","0.23051","0.00309","88"
"107.25800","-0.99656","-1.61406","0.27682","0.00891","88"
"107.26201","-1.00328","-1.66321","0.27869","0.00918","88"
"107.26401","-1.00656","-1.68659","0.27960","0.00931","88"
"107.36401","-0.87016","-1.10201","0.24171","0.00608","88"
"107.46401","-0.67906","-0.05859","0.18863","0.00032","88"
"107.56400","-0.50563","0.02180","0.14045","-0.00012","88"
"107.66400","-0.33703","0.03148","0.09362","-0.00017","88"
"107.76401","-0.17016","-0.00914","0.04727","0.00005","88"
"107.86401","-0.00359","0.01497","0.00100","-0.00008","88"
"107.86800","0.00297","0.01899","-0.00082","-0.00010","88"
"107.87000","0.00641","0.02098","-0.00178","-0.00012","89"
"107.97001","-0.12984","0.04606","0.03607","-0.00025","89"
"108.07001","-0.32109","-0.01540","0.08919","0.00009","89"
"108.17001","-0.49453","0.03813","0.13737","-0.00021","89"
"108.27001","-0.66297","-0.02247","0.18416","0.00012","89"
"108.37000","-0.82984","-0.68105","0.23051","0.00376","89"
"108.47001","-0.99641","-1.59151","0.27678","0.00878","89"
"108.47401","-1.00328","-1.64710","0.27869","0.00909","89"
"108.47601","-1.00656","-1.67290","0.27960","0.00923","89"
"108.57601","-0.87016","-0.99703","0.24171","0.00550","89"
"108.67600","-0.67906","0.01137","0.18863","-0.00006","89"
"108.77601","-0.50563","0.13195","0.14045","-0.00073","89"
"108.87601","-0.33703","0.15219","0.09362","-0.00084","89"
"108.97601","-0.17016","0.09422","0.04727","-0.00052","89"
"109.07601","-0.00359","0.03543","0.00100","-0.00020","89"
"109.08000","0.00297","0.02916","-0.00082","-0.00016","89"
"109.08201","0.00641","0.02610","-0.00178","-0.00014","90"
"109.18201","-0.12984","0.11093","0.03607","-0.00061","90"
"109.28201","-0.32109","0.10987","0.08919","-0.00061","90"
"109.38200","-0.49453","0.05220","0.13737","-0.00029","90"
"109.48200","-0.66297","-0.10728","0.18416","0.00059","90"
"109.58201","-0.82984","-0.55646","0.23051","0.00307","90"
"109.68201","-0.99656","-1.58210","0.27682","0.00873","90"
"109.68601","-1.00312","-1.63643","0.27865","0.00903","90"
"109.68800","-1.00656","-1.66354","0.27960","0.00918","90"
"109.78800","-0.87016","-1.13247","0.24171","0.00625","90"
"109.88801","-0.67891","-0.07612","0.18859","0.00042","90"
"109.98801","-0.50563","-0.01637","0.14045","0.00009","90"
"110.08801","-0.33703","0.11190","0.09362","-0.00062","90"
"110.18800","-0.17016","-0.02807","0.04727","0.00015","90"
"110.28800","-0.00359","-0.02518","0.00100","0.00014","90"
"110.29201","0.00312","-0.02048","-0.00087","0.00011","90"
"110.29401","0.00641","-0.01785","-0.00178","0.00010","91"
"110.39401","-0.12984","-0.05751","0.03607","0.00032","91"
"110.49400","-0.32109","-0.03137","0.08919","0.00017","91"
"110.59400","-0.49453","-0.02964","0.13737","0.00016","91"
"110.69401","-0.66297","-0.17795","0.18416","0.00098","91"
"110.79401","-0.82984","-0.60992","0.23051","0.00337","91"
"110.89401","-0.99656","-1.62630","0.27682","0.00898","91"
"110.89800","-1.00328","-1.68688","0.27869","0.00931","91"
"110.90000","-1.00656","-1.71691","0.27960","0.00948","91"
"111.00001","-0.87016","-1.19191","0.24171","0.00658","91"
"111.10001","-0.67906","-0.22794","0.18863","0.00126","91"
"111.20001","-0.50563","-0.10762","0.14045","0.00059","91"
"111.30000","-0.33703","-0.01311","0.09362","0.00007","91"
"111.40000","-0.17016","-0.03332","0.04727","0.00018","91"
"111.50001","-0.00359","-0.03876","0.00100","0.00021","91"
"111.50401","0.00297","-0.04784","-0.00082","0.00026","91"
"111.50601","0.00641","-0.05079","-0.00178","0.00028","92"
"111.60600","-0.12984","-0.03451","0.03607","0.00019","92"
"111.70601","-0.32109","-0.00811","0.08919","0.00004","92"
"111.80601","-0.49453","-0.01190","0.13737","0.00007","92"
"111.90601","-0.66297","-0.10723","0.18416","0.00059","92"
"112.00601","-0.82984","-0.54997","0.23051","0.00304","92"
"112.10600","-0.99641","-1.54577","0.27678","0.00853","92"
"112.11001","-1.00328","-1.59743","0.27869","0.00882","92"
"112.11201","-1.00656","-1.62459","0.27960","0.00897","92"
"112.21201","-0.87016","-1.07445","0.24171","0.00593","92"
"112.31201","-0.67906","-0.09887","0.18863","0.00055","92"
"112.41200","-0.50563","0.03515","0.14045","-0.00019","92"
"112.51201","-0.33703","0.07244","0.09362","-0.00040","92"
"112.61201","-0.17016","0.06544","0.04727","-0.00036","92"
"112.71201","-0.00359","0.01808","0.00100","-0.00010","92"
"112.71600","0.00297","0.00704","-0.00082","-0.00004","92"
"112.71800","0.00641","0.00035","-0.00178","0.00000","93"
"112.81801","-0.12984","-0.01569","0.03607","0.00009","93"
"112.91801","-0.32094","0.04192","0.08915","-0.00023","93"
"113.01801","-0.49453","0.02709","0.13737","-0.00015","93"
"113.11800","-0.66297","-0.02251","0.18416","0.00012","93"
"113.21800","-0.82984","-0.62138","0.23051","0.00343","93"
"113.31801","-0.99656","-1.54207","0.27682","0.00851","93"
"113.32201","-1.00328","-1.58734","0.27869","0.00876","93"
"113.32401","-1.00656","-1.61026","0.27960","0.00889","93"
"113.42400","-0.87016","-1.15659","0.24171","0.00638","93"
"113.52400","-0.67906","-0.10435","0.18863","0.00058","93"
"113.62401","-0.50547","0.04980","0.14041","-0.00027","93"
"113.72401","-0.33703","0.02500","0.09362","-0.00014","93"
"113.82401","-0.17016","-0.03909","0.04727","0.00022","93"
"113.92400","-0.00359","-0.06540","0.00100","0.00036","93"
"113.92801","0.00297","-0.07014","-0.00082","0.00039","93"
"113.93001","0.00641","-0.07298","-0.00178","0.00040","94"
"114.03001","-0.12984","-0.07706","0.03607","0.00043","94"
"114.13001","-0.32109","-0.04238","0.08919","0.00023","94"
"114.23000","-0.49453","0.01847","0.13737","-0.00010","94"
"114.33000","-0.66297","-0.12202","0.18416","0.00067","94"
"114.43001","-0.82984","-0.58114","0.23051","0.00321","94"
"114.53001","-0.99656","-1.59651","0.27682","0.00881","94"
"114.53401","-1.00328","-1.63672","0.27869","0.00903","94"
"114.53600","-1.00656","-1.65610","0.27960","0.00914","94"
"114.63601","-0.87016","-1.12039","0.24171","0.00618","94"
"114.73601","-0.67891","-0.08786","0.18859","0.00048","94"
"114.83601","-0.50563","-0.03381","0.14045","0.00019","94"
"114.93601","-0.33703","0.10100","0.09362","-0.00056","94"
"115.03600","-0.17016","-0.07904","0.04727","0.00044","94"
"115.13601","-0.00359","-0.06947","0.00100","0.00038","94"
"115.14001","0.00297","-0.07301","-0.00082","0.00040","94"
"115.14201","0.00641","-0.07518","-0.00178","0.00041","95"
"115.24201","-0.12984","-0.11962","0.03607","0.00066","95"
"115.34200","-0.32109","0.03013","0.08919","-0.00017","95"
"115.44201","-0.49453","-0.01579","0.13737","0.00009","95"
"115.54201","-0.66297","-0.18114","0.18416","0.00100","95"
"115.64201","-0.82969","-0.58799","0.23047","0.00325","95"
"115.74201","-0.99656","-1.55653","0.27682","0.00859","95"
"115.74600","-1.00328","-1.60556","0.27869","0.00886","95"
"115.74801","-1.00656","-1.63092","0.27960","0.00900","95"
"115.84801","-0.87016","-1.11828","0.24171","0.00617","95"
"115.94801","-0.67906","-0.05783","0.18863","0.00032","95"
"116.04801","-0.50547","-0.01430","0.14041","0.00008","95"
"116.14800","-0.33703","0.10574","0.09362","-0.00058","95"
"116.24801","-0.17016","0.04453","0.04727","-0.00025","95"
"116.34801","-0.00359","0.02783","0.00100","-0.00015","95"
"116.35201","0.00312","0.02303","-0.00087","-0.00013","95"
"116.35400","0.00641","0.02096","-0.00178","-0.00012","96"
"116.45400","-0.12984","0.02625","0.03607","-0.00014","96"
"116.55401","-0.32109","0.01363","0.08919","-0.00008","96"
"116.65401","-0.49453","0.07282","0.13737","-0.00040","96"
"116.75401","-0.66297","-0.07313","0.18416","0.00040","96"
"116.85400","-0.83000","-0.52569","0.23056","0.00290","96"
"116.95400","-0.99656","-1.56695","0.27682","0.00865","96"
"116.95801","-1.00312","-1.61376","0.27865","0.00891","96"
"116.96001","-1.00656","-1.63642","0.27960","0.00903","96"
"117.06001","-0.87016","-1.13201","0.24171","0.00625","96"
"117.16000","-0.67891","-0.01720","0.18859","0.00009","96"
"117.26000","-0.50547","0.10800","0.14041","-0.00060","96"
"117.36001","-0.33703","0.18273","0.09362","-0.00101","96"
"117.46001","-0.17016","0.10259","0.04727","-0.00057","96"
"117.56001","-0.00359","0.03294","0.00100","-0.00018","96"
"117.56400","0.00312","0.04032","-0.00087","-0.00022","96"
"117.56600","0.00641","0.04632","-0.00178","-0.00026","97"
"117.66601","-0.12984","0.04745","0.03607","-0.00026","97"
"117.76601","-0.32109","0.05697","0.08919","-0.00031","97"
"117.86601","-0.49453","0.05167","0.13737","-0.00029","97"
"117.96600","-0.66297","-0.04912","0.18416","0.00027","97"
"118.06600","-0.82984","-0.51466","0.23051","0.00284","97"
"118.16601","-0.99641","-1.54008","0.27678","0.00850","97"
"118.17001","-1.00328","-1.58649","0.27869","0.00876","97"
"118.17201","-1.00656","-1.61019","0.27960","0.00889","97"
"118.27200","-0.87016","-1.12310","0.24171","0.00620","97"
"118.37201","-0.67906","-0.05564","0.18863","0.00031","97"
"118.47201","-0.50547","-0.03026","0.14041","0.00017","97"
"118.57201","-0.33703","0.01973","0.09362","-0.00011","97"
"118.67201","-0.17016","-0.04031","0.04727","0.00022","97"
"118.77200","-0.00359","-0.04836","0.00100","0.00027","97"
"118.77601","0.00312","-0.04477","-0.00087","0.00025","97"
"118.77801","0.00641","-0.04220","-0.00178","0.00023","98"
"118.87801","-0.12984","-0.08486","0.03607","0.00047","98"
"118.97801","-0.32109","-0.09230","0.08919","0.00051","98"
"119.07800","-0.49453","-0.05997","0.13737","0.00033","98"
"119.17801","-0.66297","-0.16651","0.18416","0.00092","98"
"119.27801","-0.82969","-0.65905","0.23047","0.00364","98"
"119.37801","-0.99656","-1.73698","0.27682","0.00959","98"
"119.38200","-1.00328","-1.77884","0.27869","0.00982","98"
"119.38400","-1.00656","-1.79819","0.27960","0.00993","98"
"119.48401","-0.87016","-1.17694","0.24171","0.00650","98"
"119.58401","-0.67906","-0.14582","0.18863","0.00080","98"
"119.68401","-0.50547","0.05920","0.14041","-0.00033","98"
"119.78401","-0.33703","0.03506","0.09362","-0.00019","98"
"119.88400","-0.17016","-0.02888","0.04727","0.00016","98"
"119.98401","-0.00359","0.01003","0.00100","-0.00006","98"
"119.98801","0.00312","0.00898","-0.00087","-0.00005","98"
"119.99001","0.00641","0.00896","-0.00178","-0.00005","99"
"120.09001","-0.12984","0.02049","0.03607","-0.00011","99"
"120.19000","-0.32109","0.00150","0.08919","-0.00001","99"
"120.29001","-0.49453","0.01340","0.13737","-0.00007","99"
"120.39001","-0.66297","-0.11525","0.18416","0.00064","99"
"120.49001","-0.82984","-0.56667","0.23051","0.00313","99"
"120.59001","-0.99656","-1.61404","0.27682","0.00891","99"
"120.59401","-1.00328","-1.66267","0.27869","0.00918","99"
"120.59601","-1.00656","-1.68493","0.27960","0.00930","99"
"120.69601","-0.87016","-1.09263","0.24171","0.00603","99"
"120.79601","-0.67906","-0.08887","0.18863","0.00049","99"
"120.89600","-0.50547","0.04106","0.14041","-0.00023","99"
"120.99600","-0.33703","0.04301","0.09362","-0.00024","99"
"121.09601","-0.17016","0.02596","0.04727","-0.00014","99"
"121.19601","-0.00359","0.02204","0.00100","-0.00012","99"
"121.20001","0.00312","0.01694","-0.00087","-0.00009","99"
"121.20200","0.00641","0.01443","-0.00178","-0.00008","100"
